2018-05-25 08:47:50 INFO  Car - Speed:   1.0; Angle:  90.0; Position:   2,3; Key:  4; Health:  50.0; Tile: START
2018-05-25 08:47:50 INFO  Car - Speed:   1.1; Angle:  90.0; Position:   2,3; Key:  4; Health:  50.0; Tile: START
2018-05-25 08:47:50 INFO  Car - Speed:   1.1; Angle:  90.0; Position:   2,3; Key:  4; Health:  50.0; Tile: START
2018-05-25 08:47:50 INFO  Car - Speed:   1.1; Angle:  90.0; Position:   2,3; Key:  4; Health:  50.0; Tile: START
2018-05-25 08:47:50 INFO  Car - Speed:   1.2; Angle:  90.0; Position:   2,3; Key:  4; Health:  50.0; Tile: START
2018-05-25 08:47:50 INFO  Car - Speed:   1.2; Angle:  90.0; Position:   2,3; Key:  4; Health:  50.0; Tile: START
2018-05-25 08:47:50 INFO  Car - Speed:   1.2; Angle:  90.0; Position:   2,3; Key:  4; Health:  50.0; Tile: START
2018-05-25 08:47:50 INFO  Car - Speed:   1.3; Angle:  90.0; Position:   2,3; Key:  4; Health:  50.0; Tile: START
2018-05-25 08:47:50 INFO  Car - Speed:   1.3; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:50 INFO  Car - Speed:   1.3; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:50 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:50 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:50 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:50 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:50 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:50 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:50 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,4; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  90.0; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  86.7; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  83.3; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  80.0; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  76.7; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  73.3; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  70.0; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  66.7; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  63.3; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  60.0; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  56.7; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  53.3; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  50.0; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  46.7; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  43.3; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  40.0; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  36.7; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  33.3; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  30.0; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  26.7; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  23.3; Position:   2,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:51 INFO  Car - Speed:   1.4; Angle:  20.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:  16.7; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:  13.3; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:  10.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   6.7; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   3.3; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   3.3; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   3,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:52 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   4,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:53 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   5,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   6,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   6,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   6,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   6,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   6,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   6,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   6,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   6,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   6,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   6,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   6,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   6,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   6,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   6,5; Key:  4; Health:  50.0; Tile: ROAD
2018-05-25 08:47:54 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   6,5; Key:  4; Health:  50.0; Tile: ROAD
